customerID,gender,SeniorCitizen,Partner,Dependents,tenure,CallService,MultipleConnections,InternetConnection,OnlineSecurity,OnlineBackup,DeviceProtectionService,TechnicalHelp,OnlineTV,OnlineMovies,Agreement,BillingMethod,PaymentMethod,MonthlyServiceCharges,TotalAmount,Churn
1834-ABKHQ,Female,,,,,,,,,,,,,,,,,,,
6131-FOYAS,Male,,,,,,,,,,,,,,,,,,,
2694-CIUMO,Female,,,,,,,,,,,,,,,,,,,
3423-HHXAO,Female,,,,,,,,,,,,,,,,,,,
6092-QZVPP,Male,,,,,,,,,,,,,,,,,,,
6166-YIPFO,Male,,,,,,,,,,,,,,,,,,,
7521-YXVZY,Male,,,,,,,,,,,,,,,,,,,
4853-OITSN,Male,,,,,,,,,,,,,,,,,,,
7975-TZMLR,Male,,,,,,,,,,,,,,,,,,,
4137-BTIKL,Male,,,,,,,,,,,,,,,,,,,
9242-TKFSV,Male,,,,,,,,,,,,,,,,,,,
0743-HNPFG,Female,,,,,,,,,,,,,,,,,,,
7055-HNEOJ,Male,,,,,,,,,,,,,,,,,,,
0621-CXBKL,Female,,,,,,,,,,,,,,,,,,,
9786-IJYDL,Female,,,,,,,,,,,,,,,,,,,
4654-DLAMQ,Female,,,,,,,,,,,,,,,,,,,
2371-JQHZZ,Male,,,,,,,,,,,,,,,,,,,
6103-LIANB,Male,,,,,,,,,,,,,,,,,,,
2673-CXQEU,Female,,,,,,,,,,,,,,,,,,,
1730-ZMAME,Female,,,,,,,,,,,,,,,,,,,
2692-PFYTJ,Female,,,,,,,,,,,,,,,,,,,
8109-YUOHE,Male,,,,,,,,,,,,,,,,,,,
6652-YFFJO,Female,,,,,,,,,,,,,,,,,,,
5968-HYJRZ,Male,,,,,,,,,,,,,,,,,,,
9786-IJYDL,Female,,,,,,,,,,,,,,,,,,,
1427-VERSM,Female,,,,,,,,,,,,,,,,,,,
1791-PQHBB,Female,,,,,,,,,,,,,,,,,,,
8189-HBVRW,Female,,,,,,,,,,,,,,,,,,,
4504-YOULA,Female,,,,,,,,,,,,,,,,,,,
9964-WBQDJ,Female,,,,,,,,,,,,,,,,,,,
2159-TURXX,Male,,,,,,,,,,,,,,,,,,,
9066-QRSDU,Female,,,,,,,,,,,,,,,,,,,
2851-STERV,Male,,,,,,,,,,,,,,,,,,,
1299-AURJA,Female,,,,,,,,,,,,,,,,,,,
6100-FJZDG,Male,,,,,,,,,,,,,,,,,,,
9488-FVZCC,Female,,,,,,,,,,,,,,,,,,,
3657-COGMW,Female,,,,,,,,,,,,,,,,,,,
4860-IJUDE,Male,,,,,,,,,,,,,,,,,,,
9018-PCIOK,Female,,,,,,,,,,,,,,,,,,,
1187-WILMM,Male,,,,,,,,,,,,,,,,,,,
0384-RVBPI,Male,,,,,,,,,,,,,,,,,,,
6030-REHUX,Female,,,,,,,,,,,,,,,,,,,
6563-VRERX,Male,,,,,,,,,,,,,,,,,,,
2000-DHJUY,Female,,,,,,,,,,,,,,,,,,,
4086-WITJG,Male,,,,,,,,,,,,,,,,,,,
1775-KWJKQ,Male,,,,,,,,,,,,,,,,,,,
1142-IHLOO,Female,,,,,,,,,,,,,,,,,,,
4450-YOOHP,Female,,,,,,,,,,,,,,,,,,,
4056-QHXHZ,Female,,,,,,,,,,,,,,,,,,,
5539-HIVAK,Female,,,,,,,,,,,,,,,,,,,
0967-BMLBD,Female,,,,,,,,,,,,,,,,,,,
6267-DCFFZ,Female,,,,,,,,,,,,,,,,,,,
9373-WSLOY,Male,,,,,,,,,,,,,,,,,,,
9139-TWBAS,Female,,,,,,,,,,,,,,,,,,,
9529-OFXHY,Male,,,,,,,,,,,,,,,,,,,
3524-WQDSG,Female,,,,,,,,,,,,,,,,,,,
7554-AKDQF,Female,,,,,,,,,,,,,,,,,,,
7176-WIONM,Female,,,,,,,,,,,,,,,,,,,
2005-DWQZJ,Female,,,,,,,,,,,,,,,,,,,
8200-KLNYW,Female,,,,,,,,,,,,,,,,,,,
5949-HGVJL,Female,,,,,,,,,,,,,,,,,,,
5046-NUHWD,Female,,,,,,,,,,,,,,,,,,,
6260-XLACS,Male,,,,,,,,,,,,,,,,,,,
6892-BOGQE,Female,,,,,,,,,,,,,,,,,,,
2176-LVPNX,Female,,,,,,,,,,,,,,,,,,,
8495-PRWFH,Female,,,,,,,,,,,,,,,,,,,
8309-IEYJD,Female,,,,,,,,,,,,,,,,,,,
0297-RBCSG,Male,,,,,,,,,,,,,,,,,,,
1735-XMJVH,Male,,,,,,,,,,,,,,,,,,,
3212-KXOCR,Male,,,,,,,,,,,,,,,,,,,
5081-NWSUP,Female,,,,,,,,,,,,,,,,,,,
2550-QHZGP,Male,,,,,,,,,,,,,,,,,,,
7137-NAXML,Male,,,,,,,,,,,,,,,,,,,
9274-UARKJ,Female,,,,,,,,,,,,,,,,,,,
3976-HXHCE,Male,,,,,,,,,,,,,,,,,,,
4573-JKNAE,Male,,,,,,,,,,,,,,,,,,,
2122-YWVYA,Female,,,,,,,,,,,,,,,,,,,
1768-HNVGJ,Female,,,,,,,,,,,,,,,,,,,
5074-FBGHB,Male,,,,,,,,,,,,,,,,,,,
8751-EDEKA,Female,,,,,,,,,,,,,,,,,,,
9488-FVZCC,Female,,,,,,,,,,,,,,,,,,,
4942-VZZOM,Male,,,,,,,,,,,,,,,,,,,
1472-TNCWL,Male,,,,,,,,,,,,,,,,,,,
6352-GIGGQ,Male,,,,,,,,,,,,,,,,,,,
8006-PYCSW,Female,,,,,,,,,,,,,,,,,,,
5343-SGUBI,Female,,,,,,,,,,,,,,,,,,,
2516-XSJKX,Female,,,,,,,,,,,,,,,,,,,
0123-CRBRT,Female,,,,,,,,,,,,,,,,,,,
7395-XWZOY,Male,,,,,,,,,,,,,,,,,,,
6807-SIWJI,Male,,,,,,,,,,,,,,,,,,,
5095-ETBRJ,Female,,,,,,,,,,,,,,,,,,,
5296-BFCYD,Male,,,,,,,,,,,,,,,,,,,
7029-IJEJK,Female,,,,,,,,,,,,,,,,,,,
1306-RPWXZ,Female,,,,,,,,,,,,,,,,,,,
7225-CBZPL,Male,,,,,,,,,,,,,,,,,,,
9777-IQHWP,Male,,,,,,,,,,,,,,,,,,,
9537-JALFH,Male,,,,,,,,,,,,,,,,,,,
4673-KKSLS,Female,,,,,,,,,,,,,,,,,,,
5442-BXVND,Female,,,,,,,,,,,,,,,,,,,
3050-GBUSH,Female,,,,,,,,,,,,,,,,,,,
3808-HFKDE,Female,,,,,,,,,,,,,,,,,,,
2320-SLKMB,Female,,,,,,,,,,,,,,,,,,,
1393-IMKZG,Female,,,,,,,,,,,,,,,,,,,
5465-BUBFA,Female,,,,,,,,,,,,,,,,,,,
5006-MXVRN,Female,,,,,,,,,,,,,,,,,,,
6685-XSHHU,Male,,,,,,,,,,,,,,,,,,,
2824-MYYBN,Female,,,,,,,,,,,,,,,,,,,
9290-SHCMB,Female,,,,,,,,,,,,,,,,,,,
2478-EEWWM,Male,,,,,,,,,,,,,,,,,,,
9411-TPQQV,Female,,,,,,,,,,,,,,,,,,,
0537-QYZZN,Male,,,,,,,,,,,,,,,,,,,
8993-IZEUX,Male,,,,,,,,,,,,,,,,,,,
3011-WQKSZ,Male,,,,,,,,,,,,,,,,,,,
7742-MYPGI,Female,,,,,,,,,,,,,,,,,,,
6967-QIQRV,Male,,,,,,,,,,,,,,,,,,,
4057-FKCZK,Male,,,,,,,,,,,,,,,,,,,
6563-VRERX,Male,,,,,,,,,,,,,,,,,,,
3292-PBZEJ,Male,,,,,,,,,,,,,,,,,,,
3503-TYDAY,Female,,,,,,,,,,,,,,,,,,,
8606-OEGQZ,Female,,,,,,,,,,,,,,,,,,,
8059-UDZFY,Female,,,,,,,,,,,,,,,,,,,
5512-IDZEI,Male,,,,,,,,,,,,,,,,,,,
2018-PZKMU,Male,,,,,,,,,,,,,,,,,,,
9081-WWXKP,Female,,,,,,,,,,,,,,,,,,,
5849-ASHZJ,Male,,,,,,,,,,,,,,,,,,,
4854-CIDCF,Female,,,,,,,,,,,,,,,,,,,
5627-TVBPP,Female,,,,,,,,,,,,,,,,,,,
6718-BDGHG,Female,,,,,,,,,,,,,,,,,,,
7402-EYFXX,Male,,,,,,,,,,,,,,,,,,,
7041-TXQJH,Female,,,,,,,,,,,,,,,,,,,
0191-EQUUH,Female,,,,,,,,,,,,,,,,,,,
3648-GZPHF,Male,,,,,,,,,,,,,,,,,,,
1209-VFFOC,Male,,,,,,,,,,,,,,,,,,,
9700-ZCLOT,Male,,,,,,,,,,,,,,,,,,,
7576-JMYWV,Female,,,,,,,,,,,,,,,,,,,
2927-QRRQV,Male,,,,,,,,,,,,,,,,,,,
0602-DDUML,Female,,,,,,,,,,,,,,,,,,,
8510-TMWYB,Female,,,,,,,,,,,,,,,,,,,
1956-YIFGE,Male,,,,,,,,,,,,,,,,,,,
0080-OROZO,Female,,,,,,,,,,,,,,,,,,,
4159-NAAIX,Female,,,,,,,,,,,,,,,,,,,
7798-JVXYM,Female,,,,,,,,,,,,,,,,,,,
2826-DXLQO,Male,,,,,,,,,,,,,,,,,,,
5999-LCXAO,Female,,,,,,,,,,,,,,,,,,,
9798-OPFEM,Female,,,,,,,,,,,,,,,,,,,
5229-DTFYB,Female,,,,,,,,,,,,,,,,,,,
7026-YMSBE,Male,,,,,,,,,,,,,,,,,,,
0827-ITJPH,Male,,,,,,,,,,,,,,,,,,,
5181-OABFK,Female,,,,,,,,,,,,,,,,,,,
0595-ITUDF,Male,,,,,,,,,,,,,,,,,,,
5630-IXDXV,Female,,,,,,,,,,,,,,,,,,,
2346-DJQTB,Female,,,,,,,,,,,,,,,,,,,
2101-RANCD,Female,,,,,,,,,,,,,,,,,,,
2325-NBPZG,Female,,,,,,,,,,,,,,,,,,,
6823-SIDFQ,Male,,,,,,,,,,,,,,,,,,,
2495-TTHBQ,Female,,,,,,,,,,,,,,,,,,,
7611-YKYTC,Male,,,,,,,,,,,,,,,,,,,
7203-OYKCT,Male,,,,,,,,,,,,,,,,,,,
5668-MEISB,Female,,,,,,,,,,,,,,,,,,,
0254-WWRKD,Female,,,,,,,,,,,,,,,,,,,
8915-NNTRC,Male,,,,,,,,,,,,,,,,,,,
2144-BFDSO,Female,,,,,,,,,,,,,,,,,,,
9699-UBQFS,Female,,,,,,,,,,,,,,,,,,,
0219-QAERP,Male,,,,,,,,,,,,,,,,,,,
2162-FRZAA,Male,,,,,,,,,,,,,,,,,,,
5614-DNZCE,Female,,,,,,,,,,,,,,,,,,,
6119-SPUDB,Male,,,,,,,,,,,,,,,,,,,
9710-NJERN,Female,,,,,,,,,,,,,,,,,,,
1095-WGNGG,Female,,,,,,,,,,,,,,,,,,,
8098-TDCBU,Female,,,,,,,,,,,,,,,,,,,
0440-MOGPM,Female,,,,,,,,,,,,,,,,,,,
9518-IMLHK,Male,,,,,,,,,,,,,,,,,,,
3196-NVXLZ,Female,,,,,,,,,,,,,,,,,,,
9026-LHEVG,Female,,,,,,,,,,,,,,,,,,,
9693-XMUOB,Male,,,,,,,,,,,,,,,,,,,
6082-GLJIX,Male,,,,,,,,,,,,,,,,,,,
0707-HOVVN,Female,,,,,,,,,,,,,,,,,,,
4381-MHQDC,Female,,,,,,,,,,,,,,,,,,,
1409-PHXTF,Male,,,,,,,,,,,,,,,,,,,
2800-QQUSO,Male,,,,,,,,,,,,,,,,,,,
9127-FHJBZ,Male,,,,,,,,,,,,,,,,,,,
6047-SUHPR,Male,,,,,,,,,,,,,,,,,,,
5062-CJJKH,Male,,,,,,,,,,,,,,,,,,,
8146-QQKZH,Female,,,,,,,,,,,,,,,,,,,
5075-JSDKI,Female,,,,,,,,,,,,,,,,,,,
2560-QTSBS,Female,,,,,,,,,,,,,,,,,,,
5016-LIPDW,Male,,,,,,,,,,,,,,,,,,,
3205-MXZRA,Male,,,,,,,,,,,,,,,,,,,
3597-YASZG,Female,,,,,,,,,,,,,,,,,,,
6549-YMFAW,Male,,,,,,,,,,,,,,,,,,,
0354-VXMJC,Male,,,,,,,,,,,,,,,,,,,
4559-UWIHT,Male,,,,,,,,,,,,,,,,,,,
3794-NFNCH,Male,,,,,,,,,,,,,,,,,,,
0238-WHBIQ,Male,,,,,,,,,,,,,,,,,,,
4536-PLEQY,Male,,,,,,,,,,,,,,,,,,,
3892-NXAZG,Male,,,,,,,,,,,,,,,,,,,
8930-XOTDP,Female,,,,,,,,,,,,,,,,,,,
6077-BDPXA,Female,,,,,,,,,,,,,,,,,,,
1078-TDCRN,Female,,,,,,,,,,,,,,,,,,,
5512-IDZEI,Male,,,,,,,,,,,,,,,,,,,
3729-OWRVL,Male,,,,,,,,,,,,,,,,,,,
3069-SSVSN,Female,,,,,,,,,,,,,,,,,,,
6848-HJTXY,Female,,,,,,,,,,,,,,,,,,,
5539-HIVAK,Female,,,,,,,,,,,,,,,,,,,
0301-KOBTQ,Male,,,,,,,,,,,,,,,,,,,
4114-QMKVN,Female,,,,,,,,,,,,,,,,,,,
5590-ZSKRV,Female,,,,,,,,,,,,,,,,,,,
0479-HMSWA,Female,,,,,,,,,,,,,,,,,,,
8547-NSBBO,Male,,,,,,,,,,,,,,,,,,,
5854-KSRBJ,Male,,,,,,,,,,,,,,,,,,,
6734-FQAJX,Male,,,,,,,,,,,,,,,,,,,
4291-SHSBH,Male,,,,,,,,,,,,,,,,,,,
0394-YONDK,Male,,,,,,,,,,,,,,,,,,,
8777-PVYGU,Female,,,,,,,,,,,,,,,,,,,
7459-IMVYU,Male,,,,,,,,,,,,,,,,,,,
6559-RAKOZ,Male,,,,,,,,,,,,,,,,,,,
5781-RFZRP,Male,,,,,,,,,,,,,,,,,,,
2451-YMUXS,Male,,,,,,,,,,,,,,,,,,,
4518-FZBSX,Male,,,,,,,,,,,,,,,,,,,
9097-ZUBYC,Male,,,,,,,,,,,,,,,,,,,
5542-TBBWB,Male,,,,,,,,,,,,,,,,,,,
0623-EJQEG,Male,,,,,,,,,,,,,,,,,,,
7305-ZWMAJ,Male,,,,,,,,,,,,,,,,,,,
5843-TTHGI,Female,,,,,,,,,,,,,,,,,,,
9351-HXDMR,Male,,,,,,,,,,,,,,,,,,,
4334-HOWRP,Male,,,,,,,,,,,,,,,,,,,
5243-SAOTC,Male,,,,,,,,,,,,,,,,,,,
1036-GUDCL,Male,,,,,,,,,,,,,,,,,,,
5730-RIITO,Female,,,,,,,,,,,,,,,,,,,
0254-KCJGT,Male,,,,,,,,,,,,,,,,,,,
0716-BQNDX,Male,,,,,,,,,,,,,,,,,,,
2920-RNCEZ,Male,,,,,,,,,,,,,,,,,,,
0670-KDOMA,Female,,,,,,,,,,,,,,,,,,,
0856-NAOES,Male,,,,,,,,,,,,,,,,,,,
0519-DRGTI,Female,,,,,,,,,,,,,,,,,,,
6979-TNDEU,Female,,,,,,,,,,,,,,,,,,,
6341-JVQGF,Female,,,,,,,,,,,,,,,,,,,
3662-FXJFO,Female,,,,,,,,,,,,,,,,,,,
3936-QQFLL,Male,,,,,,,,,,,,,,,,,,,
2452-KDRRH,Male,,,,,,,,,,,,,,,,,,,
5849-ASHZJ,Male,,,,,,,,,,,,,,,,,,,
6734-CKRSM,Female,,,,,,,,,,,,,,,,,,,
6147-CBCRA,Female,,,,,,,,,,,,,,,,,,,
4849-PYRLQ,Female,,,,,,,,,,,,,,,,,,,
9261-WDCAF,Male,,,,,,,,,,,,,,,,,,,
5787-KXGIY,Male,,,,,,,,,,,,,,,,,,,
9342-VNIMQ,Male,,,,,,,,,,,,,,,,,,,
2080-SRCDE,Female,,,,,,,,,,,,,,,,,,,
6885-PKOAM,Female,,,,,,,,,,,,,,,,,,,
4472-VESGY,Female,,,,,,,,,,,,,,,,,,,
1591-XWLGB,Female,,,,,,,,,,,,,,,,,,,
5816-JMLGY,Female,,,,,,,,,,,,,,,,,,,
6507-ZJSUR,Male,,,,,,,,,,,,,,,,,,,
9537-JALFH,Male,,,,,,,,,,,,,,,,,,,
6645-MXQJT,Male,,,,,,,,,,,,,,,,,,,
1707-HABPF,Female,,,,,,,,,,,,,,,,,,,
2937-FTHUR,Female,,,,,,,,,,,,,,,,,,,
7813-ZGGAW,Male,,,,,,,,,,,,,,,,,,,
8007-YYPWD,Female,,,,,,,,,,,,,,,,,,,
0362-RAOQO,Female,,,,,,,,,,,,,,,,,,,
6295-OSINB,Male,,,,,,,,,,,,,,,,,,,
9957-YODKZ,Male,,,,,,,,,,,,,,,,,,,
4273-MBHYA,Female,,,,,,,,,,,,,,,,,,,
0219-QAERP,Male,,,,,,,,,,,,,,,,,,,
9507-HSMMZ,Male,,,,,,,,,,,,,,,,,,,
4998-IKFSE,Female,,,,,,,,,,,,,,,,,,,
2550-QHZGP,Male,,,,,,,,,,,,,,,,,,,
3154-CFSZG,Male,,,,,,,,,,,,,,,,,,,
2018-PZKMU,Male,,,,,,,,,,,,,,,,,,,
0379-DJQHR,Male,,,,,,,,,,,,,,,,,,,
0447-RXSGD,Male,,,,,,,,,,,,,,,,,,,
6030-REHUX,Female,,,,,,,,,,,,,,,,,,,
0396-HUJBP,Female,,,,,,,,,,,,,,,,,,,
4526-EXKKN,Male,,,,,,,,,,,,,,,,,,,
6599-SFQVE,Female,,,,,,,,,,,,,,,,,,,
3256-EZDBI,Male,,,,,,,,,,,,,,,,,,,
3719-TDVQB,Female,,,,,,,,,,,,,,,,,,,
4360-QRAVE,Male,,,,,,,,,,,,,,,,,,,
7110-BDTWG,Female,,,,,,,,,,,,,,,,,,,
8220-OCUFY,Female,,,,,,,,,,,,,,,,,,,
0459-SPZHJ,Male,,,,,,,,,,,,,,,,,,,
2651-ZCBXV,Male,,,,,,,,,,,,,,,,,,,
8441-SHIPE,Female,,,,,,,,,,,,,,,,,,,
7710-JSYOA,Female,,,,,,,,,,,,,,,,,,,
4922-CVPDX,Female,,,,,,,,,,,,,,,,,,,
0320-DWVTU,Female,,,,,,,,,,,,,,,,,,,
2176-LVPNX,Female,,,,,,,,,,,,,,,,,,,
7446-SFAOA,Female,,,,,,,,,,,,,,,,,,,
1535-VTJOQ,Female,,,,,,,,,,,,,,,,,,,
9435-JMLSX,Male,,,,,,,,,,,,,,,,,,,
7244-QWYHG,Male,,,,,,,,,,,,,,,,,,,
7714-YXSMB,Female,,,,,,,,,,,,,,,,,,,
1696-MZVAU,Male,,,,,,,,,,,,,,,,,,,
0505-SPOOW,Female,,,,,,,,,,,,,,,,,,,
4274-DRSQT,Female,,,,,,,,,,,,,,,,,,,
9073-ZZIAY,Male,,,,,,,,,,,,,,,,,,,
5140-FOMCQ,Female,,,,,,,,,,,,,,,,,,,
8966-OIQHG,Female,,,,,,,,,,,,,,,,,,,
5046-NUHWD,Female,,,,,,,,,,,,,,,,,,,
1705-GUHPV,Female,,,,,,,,,,,,,,,,,,,
5197-PYEPU,Female,,,,,,,,,,,,,,,,,,,
6620-JDYNW,Female,,,,,,,,,,,,,,,,,,,
8454-AATJP,Female,,,,,,,,,,,,,,,,,,,
2452-MRMZF,Female,,,,,,,,,,,,,,,,,,,
5266-PFRQK,Male,,,,,,,,,,,,,,,,,,,
8875-AKBYH,Male,,,,,,,,,,,,,,,,,,,
9585-KKMFD,Male,,,,,,,,,,,,,,,,,,,
6972-SNKKW,Female,,,,,,,,,,,,,,,,,,,
2108-GLPQB,Male,,,,,,,,,,,,,,,,,,,
1302-TPUBN,Male,,,,,,,,,,,,,,,,,,,
9821-BESNZ,Male,,,,,,,,,,,,,,,,,,,
8966-OIQHG,Female,,,,,,,,,,,,,,,,,,,
3524-WQDSG,Female,,,,,,,,,,,,,,,,,,,
5803-NQJZO,Male,,,,,,,,,,,,,,,,,,,
6479-OAUSD,Male,,,,,,,,,,,,,,,,,,,
7302-ZHMHP,Female,,,,,,,,,,,,,,,,,,,
3530-VWVGU,Female,,,,,,,,,,,,,,,,,,,
8722-PRFDV,Female,,,,,,,,,,,,,,,,,,,
1421-HCERK,Male,,,,,,,,,,,,,,,,,,,
7925-PNRGI,Female,,,,,,,,,,,,,,,,,,,
9845-PEEKO,Female,,,,,,,,,,,,,,,,,,,
1139-WUOAH,Male,,,,,,,,,,,,,,,,,,,
4486-EFAEB,Male,,,,,,,,,,,,,,,,,,,
6506-EYCNH,Female,,,,,,,,,,,,,,,,,,,
5789-LDFXO,Male,,,,,,,,,,,,,,,,,,,
3981-QSVQI,Male,,,,,,,,,,,,,,,,,,,
4020-KIUDI,Male,,,,,,,,,,,,,,,,,,,
1498-DQNRX,Female,,,,,,,,,,,,,,,,,,,
5567-GZKQY,Male,,,,,,,,,,,,,,,,,,,
4537-CIBHB,Female,,,,,,,,,,,,,,,,,,,
9351-HXDMR,Male,,,,,,,,,,,,,,,,,,,
6583-KQJLK,Female,,,,,,,,,,,,,,,,,,,
3345-PBBFH,Male,,,,,,,,,,,,,,,,,,,
1845-CSBRZ,Female,,,,,,,,,,,,,,,,,,,
3566-HJGPK,Male,,,,,,,,,,,,,,,,,,,
7208-PSIHR,Female,,,,,,,,,,,,,,,,,,,
0191-EQUUH,Female,,,,,,,,,,,,,,,,,,,
3429-IFLEM,Female,,,,,,,,,,,,,,,,,,,
3503-TYDAY,Female,,,,,,,,,,,,,,,,,,,
8711-LOBKY,Male,,,,,,,,,,,,,,,,,,,
9903-LYSAB,Male,,,,,,,,,,,,,,,,,,,
5989-OMNJE,Female,,,,,,,,,,,,,,,,,,,
9739-JLPQJ,Female,,,,,,,,,,,,,,,,,,,
9046-JBFWA,Male,,,,,,,,,,,,,,,,,,,
6650-BWFRT,Female,,,,,,,,,,,,,,,,,,,
5924-SNGKP,Female,,,,,,,,,,,,,,,,,,,
3951-NJCVI,Female,,,,,,,,,,,,,,,,,,,
1087-GRUYI,Male,,,,,,,,,,,,,,,,,,,
5837-LXSDN,Female,,,,,,,,,,,,,,,,,,,
1707-HABPF,Female,,,,,,,,,,,,,,,,,,,
5630-IXDXV,Female,,,,,,,,,,,,,,,,,,,
5222-IMUKT,Male,,,,,,,,,,,,,,,,,,,
5859-HZYLF,Male,,,,,,,,,,,,,,,,,,,
7850-VWJUU,Female,,,,,,,,,,,,,,,,,,,
3422-WJOYD,Male,,,,,,,,,,,,,,,,,,,
5215-LNLDJ,Female,,,,,,,,,,,,,,,,,,,
1619-YWUBB,Female,,,,,,,,,,,,,,,,,,,
4194-FJARJ,Female,,,,,,,,,,,,,,,,,,,
3717-FDJFU,Male,,,,,,,,,,,,,,,,,,,
6000-UKLWI,Male,,,,,,,,,,,,,,,,,,,
3806-YAZOV,Female,,,,,,,,,,,,,,,,,,,
8152-UOBNY,Female,,,,,,,,,,,,,,,,,,,
8316-BBQAY,Female,,,,,,,,,,,,,,,,,,,
1431-AIDJQ,Male,,,,,,,,,,,,,,,,,,,
9555-SAHUZ,Female,,,,,,,,,,,,,,,,,,,
7519-JTWQH,Female,,,,,,,,,,,,,,,,,,,
4860-YZGZM,Male,,,,,,,,,,,,,,,,,,,
8929-KSWIH,Male,,,,,,,,,,,,,,,,,,,
3011-WQKSZ,Male,,,,,,,,,,,,,,,,,,,
0621-JFHOL,Female,,,,,,,,,,,,,,,,,,,
5862-BRIXZ,Male,,,,,,,,,,,,,,,,,,,
3486-NPGST,Female,,,,,,,,,,,,,,,,,,,
8292-FRFZQ,Female,,,,,,,,,,,,,,,,,,,
7395-XWZOY,Male,,,,,,,,,,,,,,,,,,,
6869-FGJJC,Male,,,,,,,,,,,,,,,,,,,
6620-HVDUJ,Male,,,,,,,,,,,,,,,,,,,
0380-ZCSBI,Male,,,,,,,,,,,,,,,,,,,
4821-WQOYN,Female,,,,,,,,,,,,,,,,,,,
3780-DDGSE,Male,,,,,,,,,,,,,,,,,,,
5188-HGMLP,Male,,,,,,,,,,,,,,,,,,,
4957-TIALW,Female,,,,,,,,,,,,,,,,,,,
9281-CEDRU,Female,,,,,,,,,,,,,,,,,,,
3214-IYUUQ,Female,,,,,,,,,,,,,,,,,,,
9003-CPATH,Male,,,,,,,,,,,,,,,,,,,
3005-TYFRD,Female,,,,,,,,,,,,,,,,,,,
8033-ATFAS,Female,,,,,,,,,,,,,,,,,,,
3533-UVMOM,Male,,,,,,,,,,,,,,,,,,,
8984-EYLLL,Male,,,,,,,,,,,,,,,,,,,
8439-LTUGF,Male,,,,,,,,,,,,,,,,,,,
3209-ZPKFI,Male,,,,,,,,,,,,,,,,,,,
5022-KVDQT,Male,,,,,,,,,,,,,,,,,,,
4989-LIXVT,Male,,,,,,,,,,,,,,,,,,,
5651-WYIPH,Female,,,,,,,,,,,,,,,,,,,
9659-QEQSY,Female,,,,,,,,,,,,,,,,,,,
4884-LEVMQ,Male,,,,,,,,,,,,,,,,,,,
0480-KYJVA,Female,,,,,,,,,,,,,,,,,,,
9565-FLVCG,Male,,,,,,,,,,,,,,,,,,,
7521-YXVZY,Male,,,,,,,,,,,,,,,,,,,
5696-CEIQJ,Male,,,,,,,,,,,,,,,,,,,
0181-RITDD,Male,,,,,,,,,,,,,,,,,,,
4883-KCPZJ,Female,,,,,,,,,,,,,,,,,,,
2789-HQBOU,Male,,,,,,,,,,,,,,,,,,,
1709-EJDOX,Female,,,,,,,,,,,,,,,,,,,
6077-BDPXA,Female,,,,,,,,,,,,,,,,,,,
1307-ATKGB,Male,,,,,,,,,,,,,,,,,,,
6582-PLFUU,Male,,,,,,,,,,,,,,,,,,,
7838-LAZFO,Male,,,,,,,,,,,,,,,,,,,
1987-AUELQ,Female,,,,,,,,,,,,,,,,,,,
1866-DIOQZ,Female,,,,,,,,,,,,,,,,,,,
0336-PIKEI,Male,,,,,,,,,,,,,,,,,,,
3891-NLXJB,Male,,,,,,,,,,,,,,,,,,,
3679-XASPY,Female,,,,,,,,,,,,,,,,,,,
3680-CTHUH,Male,,,,,,,,,,,,,,,,,,,
7338-ERIVA,Male,,,,,,,,,,,,,,,,,,,
9357-UJRUN,Male,,,,,,,,,,,,,,,,,,,
8701-DGLVH,Male,,,,,,,,,,,,,,,,,,,
7602-MVRMB,Female,,,,,,,,,,,,,,,,,,,
7353-YOWFP,Female,,,,,,,,,,,,,,,,,,,
6223-DHJGV,Female,,,,,,,,,,,,,,,,,,,
5318-YKDPV,Male,,,,,,,,,,,,,,,,,,,
1221-GHZEP,Female,,,,,,,,,,,,,,,,,,,
0221-NAUXK,Male,,,,,,,,,,,,,,,,,,,
7649-PHJVR,Male,,,,,,,,,,,,,,,,,,,
5730-RIITO,Female,,,,,,,,,,,,,,,,,,,
1282-IHQAC,Male,,,,,,,,,,,,,,,,,,,
8659-IOOPU,Female,,,,,,,,,,,,,,,,,,,
3301-LSLWQ,Female,,,,,,,,,,,,,,,,,,,
0960-HUWBM,Male,,,,,,,,,,,,,,,,,,,
4647-MUZON,Female,,,,,,,,,,,,,,,,,,,
2480-SQIOB,Male,,,,,,,,,,,,,,,,,,,
1248-DYXUB,Male,,,,,,,,,,,,,,,,,,,
2253-KPMNB,Female,,,,,,,,,,,,,,,,,,,
0661-KQHNK,Female,,,,,,,,,,,,,,,,,,,
2277-VWCNI,Female,,,,,,,,,,,,,,,,,,,
2361-FJWNO,Male,,,,,,,,,,,,,,,,,,,
0428-AXXLJ,Male,,,,,,,,,,,,,,,,,,,
7609-YBPXG,Male,,,,,,,,,,,,,,,,,,,
8246-SHFGA,Male,,,,,,,,,,,,,,,,,,,
8548-AWOFC,Male,,,,,,,,,,,,,,,,,,,
3256-EZDBI,Male,,,,,,,,,,,,,,,,,,,
2959-FENLU,Female,,,,,,,,,,,,,,,,,,,
1385-TQOZW,Female,,,,,,,,,,,,,,,,,,,
1179-INLAT,Male,,,,,,,,,,,,,,,,,,,
5512-IDZEI,Male,,,,,,,,,,,,,,,,,,,
2682-KEVRP,Female,,,,,,,,,,,,,,,,,,,
8388-FYNPZ,Male,,,,,,,,,,,,,,,,,,,
